"","year","state","month","fires","date"
"2215",2003,"MARANHÃO",3,16,2003-03-01
"2216",2003,"MARANHÃO",4,79,2003-04-01
"2217",2003,"MARANHÃO",5,60,2003-05-01
"2218",2003,"MARANHÃO",6,338,2003-06-01
"2219",2003,"MARANHÃO",7,1103,2003-07-01
"2220",2003,"MARANHÃO",8,2023,2003-08-01
"2221",2003,"MARANHÃO",9,5878,2003-09-01
"2222",2003,"MARANHÃO",10,6085,2003-10-01
"2223",2003,"MARANHÃO",11,4929,2003-11-01
"2224",2003,"MARANHÃO",12,2424,2003-12-01
"2225",2004,"MARANHÃO",1,241,2004-01-01
"2226",2004,"MARANHÃO",2,22,2004-02-01
"2227",2004,"MARANHÃO",3,18,2004-03-01
"2228",2004,"MARANHÃO",4,44,2004-04-01
"2229",2004,"MARANHÃO",5,145,2004-05-01
"2230",2004,"MARANHÃO",6,706,2004-06-01
"2231",2004,"MARANHÃO",7,1366,2004-07-01
"2232",2004,"MARANHÃO",8,1889,2004-08-01
"2233",2004,"MARANHÃO",9,4673,2004-09-01
"2234",2004,"MARANHÃO",10,3604,2004-10-01
"2235",2004,"MARANHÃO",11,6398,2004-11-01
"2236",2004,"MARANHÃO",12,3255,2004-12-01
"2237",2005,"MARANHÃO",1,450,2005-01-01
"2238",2005,"MARANHÃO",2,56,2005-02-01
"2239",2005,"MARANHÃO",3,9,2005-03-01
"2240",2005,"MARANHÃO",4,43,2005-04-01
"2241",2005,"MARANHÃO",5,74,2005-05-01
"2242",2005,"MARANHÃO",6,529,2005-06-01
"2243",2005,"MARANHÃO",7,1152,2005-07-01
"2244",2005,"MARANHÃO",8,2239,2005-08-01
"2245",2005,"MARANHÃO",9,6292,2005-09-01
"2246",2005,"MARANHÃO",10,6472,2005-10-01
"2247",2005,"MARANHÃO",11,4769,2005-11-01
"2248",2005,"MARANHÃO",12,1660,2005-12-01
"2249",2006,"MARANHÃO",1,221,2006-01-01
"2250",2006,"MARANHÃO",2,22,2006-02-01
"2251",2006,"MARANHÃO",3,14,2006-03-01
"2252",2006,"MARANHÃO",4,9,2006-04-01
"2253",2006,"MARANHÃO",5,5,2006-05-01
"2254",2006,"MARANHÃO",6,131,2006-06-01
"2255",2006,"MARANHÃO",7,512,2006-07-01
"2256",2006,"MARANHÃO",8,1382,2006-08-01
"2257",2006,"MARANHÃO",9,2907,2006-09-01
"2258",2006,"MARANHÃO",10,3024,2006-10-01
"2259",2006,"MARANHÃO",11,2004,2006-11-01
"2260",2006,"MARANHÃO",12,1052,2006-12-01
"2261",2007,"MARANHÃO",1,428,2007-01-01
"2262",2007,"MARANHÃO",2,13,2007-02-01
"2263",2007,"MARANHÃO",3,52,2007-03-01
"2264",2007,"MARANHÃO",4,5,2007-04-01
"2265",2007,"MARANHÃO",5,73,2007-05-01
"2266",2007,"MARANHÃO",6,515,2007-06-01
"2267",2007,"MARANHÃO",7,1205,2007-07-01
"2268",2007,"MARANHÃO",8,8409,2007-08-01
"2269",2007,"MARANHÃO",9,8524,2007-09-01
"2270",2007,"MARANHÃO",10,4772,2007-10-01
"2271",2007,"MARANHÃO",11,2297,2007-11-01
"2272",2007,"MARANHÃO",12,800,2007-12-01
"2273",2008,"MARANHÃO",1,121,2008-01-01
"2274",2008,"MARANHÃO",2,45,2008-02-01
"2275",2008,"MARANHÃO",3,4,2008-03-01
"2276",2008,"MARANHÃO",4,26,2008-04-01
"2277",2008,"MARANHÃO",5,26,2008-05-01
"2278",2008,"MARANHÃO",6,235,2008-06-01
"2279",2008,"MARANHÃO",7,502,2008-07-01
"2280",2008,"MARANHÃO",8,713,2008-08-01
"2281",2008,"MARANHÃO",9,2761,2008-09-01
"2282",2008,"MARANHÃO",10,3498,2008-10-01
"2283",2008,"MARANHÃO",11,2331,2008-11-01
"2284",2008,"MARANHÃO",12,1101,2008-12-01
"2285",2009,"MARANHÃO",1,240,2009-01-01
"2286",2009,"MARANHÃO",2,20,2009-02-01
"2287",2009,"MARANHÃO",3,33,2009-03-01
"2288",2009,"MARANHÃO",4,14,2009-04-01
"2289",2009,"MARANHÃO",5,19,2009-05-01
"2290",2009,"MARANHÃO",6,279,2009-06-01
"2291",2009,"MARANHÃO",7,972,2009-07-01
"2292",2009,"MARANHÃO",8,1766,2009-08-01
"2293",2009,"MARANHÃO",9,2404,2009-09-01
"2294",2009,"MARANHÃO",10,1861,2009-10-01
"2295",2009,"MARANHÃO",11,5,2009-11-01
"2296",2009,"MARANHÃO",12,1768,2009-12-01
"2297",2010,"MARANHÃO",1,319,2010-01-01
"2298",2010,"MARANHÃO",2,93,2010-02-01
"2299",2010,"MARANHÃO",3,82,2010-03-01
"2300",2010,"MARANHÃO",4,128,2010-04-01
"2301",2010,"MARANHÃO",5,273,2010-05-01
"2302",2010,"MARANHÃO",6,494,2010-06-01
"2303",2010,"MARANHÃO",7,2323,2010-07-01
"2304",2010,"MARANHÃO",8,6353,2010-08-01
"2305",2010,"MARANHÃO",9,9795,2010-09-01
"2306",2010,"MARANHÃO",10,3228,2010-10-01
"2307",2010,"MARANHÃO",11,4005,2010-11-01
"2308",2010,"MARANHÃO",12,1803,2010-12-01
"2309",2011,"MARANHÃO",1,124,2011-01-01
"2310",2011,"MARANHÃO",2,9,2011-02-01
"2311",2011,"MARANHÃO",3,22,2011-03-01
"2312",2011,"MARANHÃO",4,37,2011-04-01
"2313",2011,"MARANHÃO",5,73,2011-05-01
"2314",2011,"MARANHÃO",6,602,2011-06-01
"2315",2011,"MARANHÃO",7,1024,2011-07-01
"2316",2011,"MARANHÃO",8,2138,2011-08-01
"2317",2011,"MARANHÃO",9,4632,2011-09-01
"2318",2011,"MARANHÃO",10,2404,2011-10-01
"2319",2011,"MARANHÃO",11,2261,2011-11-01
"2320",2011,"MARANHÃO",12,1629,2011-12-01
"2321",2012,"MARANHÃO",1,326,2012-01-01
"2322",2012,"MARANHÃO",2,46,2012-02-01
"2323",2012,"MARANHÃO",3,49,2012-03-01
"2324",2012,"MARANHÃO",4,97,2012-04-01
"2325",2012,"MARANHÃO",5,286,2012-05-01
"2326",2012,"MARANHÃO",6,915,2012-06-01
"2327",2012,"MARANHÃO",7,3548,2012-07-01
"2328",2012,"MARANHÃO",8,10395,2012-08-01
"2329",2012,"MARANHÃO",9,7626,2012-09-01
"2330",2012,"MARANHÃO",10,5000,2012-10-01
"2331",2012,"MARANHÃO",11,2010,2012-11-01
"2332",2012,"MARANHÃO",12,1296,2012-12-01
"2333",2013,"MARANHÃO",1,209,2013-01-01
"2334",2013,"MARANHÃO",2,62,2013-02-01
"2335",2013,"MARANHÃO",3,30,2013-03-01
"2336",2013,"MARANHÃO",4,62,2013-04-01
"2337",2013,"MARANHÃO",5,100,2013-05-01
"2338",2013,"MARANHÃO",6,498,2013-06-01
"2339",2013,"MARANHÃO",7,1111,2013-07-01
"2340",2013,"MARANHÃO",8,2098,2013-08-01
"2341",2013,"MARANHÃO",9,3880,2013-09-01
"2342",2013,"MARANHÃO",10,2918,2013-10-01
"2343",2013,"MARANHÃO",11,2529,2013-11-01
"2344",2013,"MARANHÃO",12,2692,2013-12-01
"2345",2014,"MARANHÃO",1,195,2014-01-01
"2346",2014,"MARANHÃO",2,29,2014-02-01
"2347",2014,"MARANHÃO",3,59,2014-03-01
"2348",2014,"MARANHÃO",4,78,2014-04-01
"2349",2014,"MARANHÃO",5,148,2014-05-01
"2350",2014,"MARANHÃO",6,812,2014-06-01
"2351",2014,"MARANHÃO",7,2068,2014-07-01
"2352",2014,"MARANHÃO",8,5592,2014-08-01
"2353",2014,"MARANHÃO",9,4373,2014-09-01
"2354",2014,"MARANHÃO",10,5812,2014-10-01
"2355",2014,"MARANHÃO",11,3869,2014-11-01
"2356",2014,"MARANHÃO",12,2400,2014-12-01
"2357",2015,"MARANHÃO",1,494,2015-01-01
"2358",2015,"MARANHÃO",2,95,2015-02-01
"2359",2015,"MARANHÃO",3,53,2015-03-01
"2360",2015,"MARANHÃO",4,119,2015-04-01
"2361",2015,"MARANHÃO",5,194,2015-05-01
"2362",2015,"MARANHÃO",6,887,2015-06-01
"2363",2015,"MARANHÃO",7,1642,2015-07-01
"2364",2015,"MARANHÃO",8,5428,2015-08-01
"2365",2015,"MARANHÃO",9,6423,2015-09-01
"2366",2015,"MARANHÃO",10,6746,2015-10-01
"2367",2015,"MARANHÃO",11,4350,2015-11-01
"2368",2015,"MARANHÃO",12,3706,2015-12-01
"2369",2016,"MARANHÃO",1,412,2016-01-01
"2370",2016,"MARANHÃO",2,318,2016-02-01
"2371",2016,"MARANHÃO",3,113,2016-03-01
"2372",2016,"MARANHÃO",4,113,2016-04-01
"2373",2016,"MARANHÃO",5,206,2016-05-01
"2374",2016,"MARANHÃO",6,709,2016-06-01
"2375",2016,"MARANHÃO",7,2096,2016-07-01
"2376",2016,"MARANHÃO",8,3723,2016-08-01
"2377",2016,"MARANHÃO",9,3166,2016-09-01
"2378",2016,"MARANHÃO",10,5351,2016-10-01
"2379",2016,"MARANHÃO",11,3982,2016-11-01
"2380",2016,"MARANHÃO",12,1577,2016-12-01
"2381",2017,"MARANHÃO",1,187,2017-01-01
"2382",2017,"MARANHÃO",2,47,2017-02-01
"2383",2017,"MARANHÃO",3,32,2017-03-01
"2384",2017,"MARANHÃO",4,91,2017-04-01
"2385",2017,"MARANHÃO",5,142,2017-05-01
"2386",2017,"MARANHÃO",6,885,2017-06-01
"2387",2017,"MARANHÃO",7,2521,2017-07-01
"2388",2017,"MARANHÃO",8,3875,2017-08-01
"2389",2017,"MARANHÃO",9,14825,2017-09-01
"2390",2017,"MARANHÃO",10,6011,2017-10-01
"2391",2017,"MARANHÃO",11,2300,2017-11-01
"2392",1998,"MATO GROSSO",1,0,1998-01-01
"2393",1998,"MATO GROSSO",2,0,1998-02-01
"2394",1998,"MATO GROSSO",3,0,1998-03-01
"2395",1998,"MATO GROSSO",4,0,1998-04-01
"2396",1998,"MATO GROSSO",5,0,1998-05-01
"2397",1998,"MATO GROSSO",6,82,1998-06-01
"2398",1998,"MATO GROSSO",7,360,1998-07-01
"2399",1998,"MATO GROSSO",8,228,1998-08-01
"2400",1998,"MATO GROSSO",9,457,1998-09-01
"2401",1998,"MATO GROSSO",10,576,1998-10-01
"2402",1998,"MATO GROSSO",11,306,1998-11-01
"2403",1998,"MATO GROSSO",12,100,1998-12-01
"2404",1999,"MATO GROSSO",1,239,1999-01-01
"2405",1999,"MATO GROSSO",2,69,1999-02-01
"2406",1999,"MATO GROSSO",3,100,1999-03-01
"2407",1999,"MATO GROSSO",4,97,1999-04-01
"2408",1999,"MATO GROSSO",5,206,1999-05-01
"2409",1999,"MATO GROSSO",6,127,1999-06-01
"2410",1999,"MATO GROSSO",7,1297,1999-07-01
"2411",1999,"MATO GROSSO",8,4355,1999-08-01
"2412",1999,"MATO GROSSO",9,2969,1999-09-01
"2413",1999,"MATO GROSSO",10,2053,1999-10-01
"2414",1999,"MATO GROSSO",11,1194,1999-11-01
"2415",1999,"MATO GROSSO",12,306,1999-12-01
"2416",2000,"MATO GROSSO",1,326,2000-01-01
"2417",2000,"MATO GROSSO",2,81,2000-02-01
"2418",2000,"MATO GROSSO",3,23,2000-03-01
"2419",2000,"MATO GROSSO",4,90,2000-04-01
"2420",2000,"MATO GROSSO",5,127,2000-05-01
"2421",2000,"MATO GROSSO",6,157,2000-06-01
"2422",2000,"MATO GROSSO",7,160,2000-07-01
"2423",2000,"MATO GROSSO",8,530,2000-08-01
"2424",2000,"MATO GROSSO",9,510,2000-09-01
"2425",2000,"MATO GROSSO",10,657,2000-10-01
"2426",2000,"MATO GROSSO",11,274,2000-11-01
"2427",2000,"MATO GROSSO",12,139,2000-12-01
"2428",2001,"MATO GROSSO",1,97,2001-01-01
"2429",2001,"MATO GROSSO",2,89,2001-02-01
"2430",2001,"MATO GROSSO",3,39,2001-03-01
"2431",2001,"MATO GROSSO",4,108,2001-04-01
"2432",2001,"MATO GROSSO",5,112,2001-05-01
"2433",2001,"MATO GROSSO",6,249,2001-06-01
"2434",2001,"MATO GROSSO",7,591,2001-07-01
"2435",2001,"MATO GROSSO",8,2484,2001-08-01
"2436",2001,"MATO GROSSO",9,1383,2001-09-01
"2437",2001,"MATO GROSSO",10,563,2001-10-01
"2438",2001,"MATO GROSSO",11,220,2001-11-01
"2439",2001,"MATO GROSSO",12,143,2001-12-01
"2440",2002,"MATO GROSSO",1,304,2002-01-01
"2441",2002,"MATO GROSSO",2,98,2002-02-01
"2442",2002,"MATO GROSSO",3,115,2002-03-01
"2443",2002,"MATO GROSSO",4,230,2002-04-01
"2444",2002,"MATO GROSSO",5,88,2002-05-01
"2445",2002,"MATO GROSSO",6,517,2002-06-01
"2446",2002,"MATO GROSSO",7,935,2002-07-01
"2447",2002,"MATO GROSSO",8,3984,2002-08-01
"2448",2002,"MATO GROSSO",9,2252,2002-09-01
"2449",2002,"MATO GROSSO",10,2173,2002-10-01
"2450",2002,"MATO GROSSO",11,1470,2002-11-01
"2451",2002,"MATO GROSSO",12,376,2002-12-01
"2452",2003,"MATO GROSSO",1,182,2003-01-01
"2453",2003,"MATO GROSSO",2,108,2003-02-01
"2454",2003,"MATO GROSSO",3,137,2003-03-01
"2455",2003,"MATO GROSSO",4,126,2003-04-01
"2456",2003,"MATO GROSSO",5,74,2003-05-01
"2457",2003,"MATO GROSSO",6,170,2003-06-01
"2458",2003,"MATO GROSSO",7,182,2003-07-01
"2459",2003,"MATO GROSSO",8,953,2003-08-01
"2460",2003,"MATO GROSSO",9,1124,2003-09-01
"2461",2003,"MATO GROSSO",10,541,2003-10-01
"2462",2003,"MATO GROSSO",11,380,2003-11-01
"2463",2003,"MATO GROSSO",12,153,2003-12-01
"2464",2004,"MATO GROSSO",1,258,2004-01-01
"2465",2004,"MATO GROSSO",2,169,2004-02-01
"2466",2004,"MATO GROSSO",3,225,2004-03-01
"2467",2004,"MATO GROSSO",4,97,2004-04-01
"2468",2004,"MATO GROSSO",5,25,2004-05-01
"2469",2004,"MATO GROSSO",6,394,2004-06-01
"2470",2004,"MATO GROSSO",7,529,2004-07-01
"2471",2004,"MATO GROSSO",8,1408,2004-08-01
"2472",2004,"MATO GROSSO",9,2511,2004-09-01
"2473",2004,"MATO GROSSO",10,960,2004-10-01
"2474",2004,"MATO GROSSO",11,208,2004-11-01
"2475",2004,"MATO GROSSO",12,110,2004-12-01
"2476",2005,"MATO GROSSO",1,59,2005-01-01
"2477",2005,"MATO GROSSO",2,221,2005-02-01
"2478",2005,"MATO GROSSO",3,158,2005-03-01
"2479",2005,"MATO GROSSO",4,126,2005-04-01
"2480",2005,"MATO GROSSO",5,328,2005-05-01
"2481",2005,"MATO GROSSO",6,439,2005-06-01
"2482",2005,"MATO GROSSO",7,859,2005-07-01
"2483",2005,"MATO GROSSO",8,4484,2005-08-01
"2484",2005,"MATO GROSSO",9,1870,2005-09-01
"2485",2005,"MATO GROSSO",10,647,2005-10-01
"2486",2005,"MATO GROSSO",11,159,2005-11-01
"2487",2005,"MATO GROSSO",12,46,2005-12-01
"2488",2006,"MATO GROSSO",1,59,2006-01-01
"2489",2006,"MATO GROSSO",2,104,2006-02-01
"2490",2006,"MATO GROSSO",3,137,2006-03-01
"2491",2006,"MATO GROSSO",4,51,2006-04-01
"2492",2006,"MATO GROSSO",5,99,2006-05-01
"2493",2006,"MATO GROSSO",6,89,2006-06-01
"2494",2006,"MATO GROSSO",7,289,2006-07-01
"2495",2006,"MATO GROSSO",8,1129,2006-08-01
"2496",2006,"MATO GROSSO",9,1078,2006-09-01
"2497",2006,"MATO GROSSO",10,244,2006-10-01
"2498",2006,"MATO GROSSO",11,83,2006-11-01
"2499",2006,"MATO GROSSO",12,18,2006-12-01
"2500",2007,"MATO GROSSO",1,19,2007-01-01
"2501",2007,"MATO GROSSO",2,111,2007-02-01
"2502",2007,"MATO GROSSO",3,137,2007-03-01
"2503",2007,"MATO GROSSO",4,46,2007-04-01
"2504",2007,"MATO GROSSO",5,62,2007-05-01
"2505",2007,"MATO GROSSO",6,141,2007-06-01
"2506",2007,"MATO GROSSO",7,197,2007-07-01
"2507",2007,"MATO GROSSO",8,1823,2007-08-01
"2508",2007,"MATO GROSSO",9,4446,2007-09-01
"2509",2007,"MATO GROSSO",10,668,2007-10-01
"2510",2007,"MATO GROSSO",11,82,2007-11-01
"2511",2007,"MATO GROSSO",12,15,2007-12-01
"2512",2008,"MATO GROSSO",1,63,2008-01-01
"2513",2008,"MATO GROSSO",2,78,2008-02-01
"2514",2008,"MATO GROSSO",3,97,2008-03-01
"2515",2008,"MATO GROSSO",4,72,2008-04-01
"2516",2008,"MATO GROSSO",5,34,2008-05-01
"2517",2008,"MATO GROSSO",6,24,2008-06-01
"2518",2008,"MATO GROSSO",7,116,2008-07-01
"2519",2008,"MATO GROSSO",8,456,2008-08-01
"2520",2008,"MATO GROSSO",9,1620,2008-09-01
"2521",2008,"MATO GROSSO",10,432,2008-10-01
"2522",2008,"MATO GROSSO",11,50,2008-11-01
"2523",2008,"MATO GROSSO",12,208,2008-12-01
"2524",2009,"MATO GROSSO",1,229,2009-01-01
"2525",2009,"MATO GROSSO",2,164,2009-02-01
"2526",2009,"MATO GROSSO",3,118,2009-03-01
"2527",2009,"MATO GROSSO",4,291,2009-04-01
"2528",2009,"MATO GROSSO",5,927,2009-05-01
"2529",2009,"MATO GROSSO",6,376,2009-06-01
"2530",2009,"MATO GROSSO",7,354,2009-07-01
"2531",2009,"MATO GROSSO",8,816,2009-08-01
"2532",2009,"MATO GROSSO",9,1146,2009-09-01
"2533",2009,"MATO GROSSO",10,854,2009-10-01
"2534",2009,"MATO GROSSO",11,439,2009-11-01
"2535",2009,"MATO GROSSO",12,87,2009-12-01
"2536",2010,"MATO GROSSO",1,72,2010-01-01
"2537",2010,"MATO GROSSO",2,157,2010-02-01
"2538",2010,"MATO GROSSO",3,149,2010-03-01
"2539",2010,"MATO GROSSO",4,136,2010-04-01
"2540",2010,"MATO GROSSO",5,105,2010-05-01
"2541",2010,"MATO GROSSO",6,149,2010-06-01
"2542",2010,"MATO GROSSO",7,589,2010-07-01
"2543",2010,"MATO GROSSO",8,1721,2010-08-01
"2544",2010,"MATO GROSSO",9,1505,2010-09-01
"2545",2010,"MATO GROSSO",10,597,2010-10-01
"2546",2010,"MATO GROSSO",11,259,2010-11-01
"2547",2010,"MATO GROSSO",12,276,2010-12-01
"2548",2011,"MATO GROSSO",1,129,2011-01-01
"2549",2011,"MATO GROSSO",2,61,2011-02-01
"2550",2011,"MATO GROSSO",3,37,2011-03-01
"2551",2011,"MATO GROSSO",4,23,2011-04-01
"2552",2011,"MATO GROSSO",5,81,2011-05-01
"2553",2011,"MATO GROSSO",6,104,2011-06-01
"2554",2011,"MATO GROSSO",7,250,2011-07-01
"2555",2011,"MATO GROSSO",8,552,2011-08-01
"2556",2011,"MATO GROSSO",9,1072,2011-09-01
"2557",2011,"MATO GROSSO",10,276,2011-10-01
"2558",2011,"MATO GROSSO",11,445,2011-11-01
"2559",2011,"MATO GROSSO",12,577,2011-12-01
"2560",2012,"MATO GROSSO",1,201,2012-01-01
"2561",2012,"MATO GROSSO",2,112,2012-02-01
"2562",2012,"MATO GROSSO",3,169,2012-03-01
"2563",2012,"MATO GROSSO",4,97,2012-04-01
"2564",2012,"MATO GROSSO",5,157,2012-05-01
"2565",2012,"MATO GROSSO",6,96,2012-06-01
"2566",2012,"MATO GROSSO",7,538,2012-07-01
"2567",2012,"MATO GROSSO",8,2951,2012-08-01
"2568",2012,"MATO GROSSO",9,2264,2012-09-01
"2569",2012,"MATO GROSSO",10,652,2012-10-01
"2570",2012,"MATO GROSSO",11,115,2012-11-01
"2571",2012,"MATO GROSSO",12,194,2012-12-01
"2572",2013,"MATO GROSSO",1,174,2013-01-01
"2573",2013,"MATO GROSSO",2,100,2013-02-01
"2574",2013,"MATO GROSSO",3,158,2013-03-01
"2575",2013,"MATO GROSSO",4,78,2013-04-01
"2576",2013,"MATO GROSSO",5,72,2013-05-01
"2577",2013,"MATO GROSSO",6,35,2013-06-01
"2578",2013,"MATO GROSSO",7,201,2013-07-01
"2579",2013,"MATO GROSSO",8,677,2013-08-01
"2580",2013,"MATO GROSSO",9,1074,2013-09-01
"2581",2013,"MATO GROSSO",10,378,2013-10-01
"2582",2013,"MATO GROSSO",11,423,2013-11-01
"2583",2013,"MATO GROSSO",12,195,2013-12-01
"2584",2014,"MATO GROSSO",1,197,2014-01-01
"2585",2014,"MATO GROSSO",2,139,2014-02-01
"2586",2014,"MATO GROSSO",3,95,2014-03-01
"2587",2014,"MATO GROSSO",4,129,2014-04-01
"2588",2014,"MATO GROSSO",5,70,2014-05-01
"2589",2014,"MATO GROSSO",6,84,2014-06-01
"2590",2014,"MATO GROSSO",7,193,2014-07-01
"2591",2014,"MATO GROSSO",8,312,2014-08-01
"2592",2014,"MATO GROSSO",9,365,2014-09-01
"2593",2014,"MATO GROSSO",10,581,2014-10-01
"2594",2014,"MATO GROSSO",11,190,2014-11-01
"2595",2014,"MATO GROSSO",12,84,2014-12-01
"2596",2015,"MATO GROSSO",1,226,2015-01-01
"2597",2015,"MATO GROSSO",2,148,2015-02-01
"2598",2015,"MATO GROSSO",3,190,2015-03-01
"2599",2015,"MATO GROSSO",4,65,2015-04-01
"2600",2015,"MATO GROSSO",5,58,2015-05-01
"2601",2015,"MATO GROSSO",6,299,2015-06-01
"2602",2015,"MATO GROSSO",7,371,2015-07-01
"2603",2015,"MATO GROSSO",8,1293,2015-08-01
"2604",2015,"MATO GROSSO",9,1482,2015-09-01
"2605",2015,"MATO GROSSO",10,507,2015-10-01
"2606",2015,"MATO GROSSO",11,276,2015-11-01
"2607",2015,"MATO GROSSO",12,394,2015-12-01
"2608",2016,"MATO GROSSO",1,127,2016-01-01
"2609",2016,"MATO GROSSO",2,187,2016-02-01
"2610",2016,"MATO GROSSO",3,143,2016-03-01
"2611",2016,"MATO GROSSO",4,161,2016-04-01
"2612",2016,"MATO GROSSO",5,97,2016-05-01
"2613",2016,"MATO GROSSO",6,120,2016-06-01
"2614",2016,"MATO GROSSO",7,687,2016-07-01
"2615",2016,"MATO GROSSO",8,1481,2016-08-01
"2616",2016,"MATO GROSSO",9,2383,2016-09-01
"2617",2016,"MATO GROSSO",10,1200,2016-10-01
"2618",2016,"MATO GROSSO",11,258,2016-11-01
"2619",2016,"MATO GROSSO",12,123,2016-12-01
"2620",2017,"MATO GROSSO",1,355,2017-01-01
"2621",2017,"MATO GROSSO",2,165,2017-02-01
"2622",2017,"MATO GROSSO",3,170,2017-03-01
"2623",2017,"MATO GROSSO",4,59,2017-04-01
"2624",2017,"MATO GROSSO",5,72,2017-05-01
"2625",2017,"MATO GROSSO",6,175,2017-06-01
"2626",2017,"MATO GROSSO",7,1050,2017-07-01
"2627",2017,"MATO GROSSO",8,1488,2017-08-01
"2628",2017,"MATO GROSSO",9,2984,2017-09-01
"2629",2017,"MATO GROSSO",10,685,2017-10-01
"2630",2017,"MATO GROSSO",11,133,2017-11-01
"2631",1998,"MATO GROSSO DO SUL",1,0,1998-01-01
"2632",1998,"MATO GROSSO DO SUL",2,0,1998-02-01
"2633",1998,"MATO GROSSO DO SUL",3,0,1998-03-01
"2634",1998,"MATO GROSSO DO SUL",4,0,1998-04-01
"2635",1998,"MATO GROSSO DO SUL",5,0,1998-05-01
"2636",1998,"MATO GROSSO DO SUL",6,2201,1998-06-01
"2637",1998,"MATO GROSSO DO SUL",7,3712,1998-07-01
"2638",1998,"MATO GROSSO DO SUL",8,15406,1998-08-01
"2639",1998,"MATO GROSSO DO SUL",9,10363,1998-09-01
"2640",1998,"MATO GROSSO DO SUL",10,2707,1998-10-01
"2641",1998,"MATO GROSSO DO SUL",11,182,1998-11-01
"2642",1998,"MATO GROSSO DO SUL",12,76,1998-12-01
"2643",1999,"MATO GROSSO DO SUL",1,39,1999-01-01
"2644",1999,"MATO GROSSO DO SUL",2,28,1999-02-01
"2645",1999,"MATO GROSSO DO SUL",3,18,1999-03-01
"2646",1999,"MATO GROSSO DO SUL",4,76,1999-04-01
"2647",1999,"MATO GROSSO DO SUL",5,731,1999-05-01
"2648",1999,"MATO GROSSO DO SUL",6,2201,1999-06-01
"2649",1999,"MATO GROSSO DO SUL",7,3926,1999-07-01
"2650",1999,"MATO GROSSO DO SUL",8,18566,1999-08-01
"2651",1999,"MATO GROSSO DO SUL",9,11729,1999-09-01
"2652",1999,"MATO GROSSO DO SUL",10,6109,1999-10-01
"2653",1999,"MATO GROSSO DO SUL",11,842,1999-11-01
"2654",1999,"MATO GROSSO DO SUL",12,47,1999-12-01
"2655",2000,"MATO GROSSO DO SUL",1,44,2000-01-01
"2656",2000,"MATO GROSSO DO SUL",2,35,2000-02-01
"2657",2000,"MATO GROSSO DO SUL",3,60,2000-03-01
"2658",2000,"MATO GROSSO DO SUL",4,59,2000-04-01
"2659",2000,"MATO GROSSO DO SUL",5,1194,2000-05-01
"2660",2000,"MATO GROSSO DO SUL",6,4358,2000-06-01
"2661",2000,"MATO GROSSO DO SUL",7,1338,2000-07-01
"2662",2000,"MATO GROSSO DO SUL",8,6063,2000-08-01
"2663",2000,"MATO GROSSO DO SUL",9,6251,2000-09-01
"2664",2000,"MATO GROSSO DO SUL",10,6062,2000-10-01
"2665",2000,"MATO GROSSO DO SUL",11,502,2000-11-01
"2666",2000,"MATO GROSSO DO SUL",12,98,2000-12-01
"2667",2001,"MATO GROSSO DO SUL",1,44,2001-01-01
"2668",2001,"MATO GROSSO DO SUL",2,54,2001-02-01
"2669",2001,"MATO GROSSO DO SUL",3,24,2001-03-01
"2670",2001,"MATO GROSSO DO SUL",4,309,2001-04-01
"2671",2001,"MATO GROSSO DO SUL",5,1193,2001-05-01
"2672",2001,"MATO GROSSO DO SUL",6,6665,2001-06-01
"2673",2001,"MATO GROSSO DO SUL",7,1555,2001-07-01
"2674",2001,"MATO GROSSO DO SUL",8,7762,2001-08-01
"2675",2001,"MATO GROSSO DO SUL",9,8490,2001-09-01
"2676",2001,"MATO GROSSO DO SUL",10,6543,2001-10-01
"2677",2001,"MATO GROSSO DO SUL",11,373,2001-11-01
"2678",2001,"MATO GROSSO DO SUL",12,37,2001-12-01
"2679",2002,"MATO GROSSO DO SUL",1,172,2002-01-01
"2680",2002,"MATO GROSSO DO SUL",2,22,2002-02-01
"2681",2002,"MATO GROSSO DO SUL",3,103,2002-03-01
"2682",2002,"MATO GROSSO DO SUL",4,641,2002-04-01
"2683",2002,"MATO GROSSO DO SUL",5,2528,2002-05-01
"2684",2002,"MATO GROSSO DO SUL",6,7878,2002-06-01
"2685",2002,"MATO GROSSO DO SUL",7,5661,2002-07-01
"2686",2002,"MATO GROSSO DO SUL",8,14086,2002-08-01
"2687",2002,"MATO GROSSO DO SUL",9,11034,2002-09-01
"2688",2002,"MATO GROSSO DO SUL",10,9375,2002-10-01
"2689",2002,"MATO GROSSO DO SUL",11,2905,2002-11-01
"2690",2002,"MATO GROSSO DO SUL",12,1157,2002-12-01
"2691",2003,"MATO GROSSO DO SUL",1,896,2003-01-01
"2692",2003,"MATO GROSSO DO SUL",2,592,2003-02-01
"2693",2003,"MATO GROSSO DO SUL",3,554,2003-03-01
"2694",2003,"MATO GROSSO DO SUL",4,903,2003-04-01
"2695",2003,"MATO GROSSO DO SUL",5,942,2003-05-01
"2696",2003,"MATO GROSSO DO SUL",6,4313,2003-06-01
"2697",2003,"MATO GROSSO DO SUL",7,5435,2003-07-01
"2698",2003,"MATO GROSSO DO SUL",8,11132,2003-08-01
"2699",2003,"MATO GROSSO DO SUL",9,15790,2003-09-01
"2700",2003,"MATO GROSSO DO SUL",10,5341,2003-10-01
"2701",2003,"MATO GROSSO DO SUL",11,2097,2003-11-01
